CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000032934812WB,,dia_util,1.22,1.38,0.3,-0.54,-0.54,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032934971DD,,dia_util,2.3,2.57,0.3,-0.9,-0.9,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032934982DC,,dia_util,1.06,1.19,0.3,-0.45,-0.45,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935074JC,,dia_util,1.88,2.12,0.3,-0.82,-0.82,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935119SL,,dia_util,1.91,2.14,0.3,-0.76,-0.76,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935154VP,,dia_util,2.83,3.22,0.32,-1.22,-1.22,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935187HH,,dia_util,2.4,2.7,0.3,-1.0,-1.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935278EV,,dia_util,0.71,0.8,0.3,-0.28,-0.28,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935314RF,,dia_util,3.91,4.5,0.45,-1.31,-1.31,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935347WV,,dia_util,1.77,1.64,0.3,0.44,0.44,normal,acima,alta,43,histórico dia_util,2.0
PT0002000032935393GV,,dia_util,1.38,1.54,0.3,-0.55,-0.55,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935416MV,,dia_util,1.26,1.44,0.3,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935473PM,,dia_util,1.82,2.04,0.3,-0.73,-0.73,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935633SG,,dia_util,1.32,1.48,0.3,-0.53,-0.53,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935688VJ,,dia_util,2.41,2.61,0.3,-0.67,-0.67,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032935724LA,,dia_util,0.6,0.68,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936135ZT,,dia_util,0.76,0.88,0.3,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936179SK,,dia_util,1.15,1.27,0.3,-0.4,-0.4,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936192QB,,dia_util,1.19,1.35,0.3,-0.51,-0.51,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936226VE,,dia_util,2.07,2.32,0.3,-0.84,-0.84,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936306KX,2.0,dia_util,2.08,2.36,0.3,-0.93,-0.93,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936341EE,,dia_util,2.9,3.38,0.69,-0.68,-0.68,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936363TK,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936385RC,,dia_util,3.07,3.49,0.35,-1.22,-1.22,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936421AX,,dia_util,1.81,1.86,0.3,-0.17,-0.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000032936465MP,,dia_util,2.03,2.35,0.3,-1.07,-1.07,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033074862LZ,0.0,dia_util,8.75,8.57,1.19,0.15,0.15,normal,acima,alta,48,histórico dia_util,2.0
PT0002000033137461GF,,dia_util,1.43,1.6,0.3,-0.58,-0.58,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033143974BB,,dia_util,2.08,2.3,0.3,-0.71,-0.71,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033143996NX,,dia_util,0.72,0.81,0.3,-0.28,-0.28,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033144009JT,,dia_util,1.28,1.44,0.3,-0.54,-0.54,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173784LJ,,dia_util,2.77,3.05,0.3,-0.93,-0.93,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173829KN,,dia_util,1.25,1.48,0.3,-0.77,-0.77,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173831KZ,,dia_util,1.67,1.87,0.3,-0.65,-0.65,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173911WW,,dia_util,1.3,1.47,0.3,-0.56,-0.56,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173944AN,,dia_util,0.7,0.83,0.3,-0.44,-0.44,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033173966GB,,dia_util,1.06,1.24,0.3,-0.6,-0.6,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174003YW,,dia_util,1.66,1.87,0.3,-0.72,-0.72,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174036FN,,dia_util,0.61,0.71,0.3,-0.33,-0.33,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174069PE,,dia_util,2.66,2.98,0.3,-1.06,-1.06,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174093XT,,dia_util,1.11,1.25,0.3,-0.45,-0.45,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174138BE,,dia_util,0.8,0.9,0.3,-0.34,-0.34,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174149NX,,dia_util,1.59,1.78,0.3,-0.64,-0.64,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174151NN,,dia_util,1.44,1.64,0.3,-0.68,-0.68,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174173JB,,dia_util,1.73,1.98,0.3,-0.81,-0.81,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033174184JE,,dia_util,3.11,3.52,0.35,-1.16,-1.16,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033180983XJ,,dia_util,1.57,1.7,0.3,-0.45,-0.45,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181018NW,,dia_util,2.6,2.97,0.3,-1.24,-1.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181086SR,,dia_util,2.05,2.31,0.3,-0.86,-0.86,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181109QR,,dia_util,2.25,2.53,0.3,-0.95,-0.95,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181224KR,,dia_util,1.14,1.28,0.3,-0.47,-0.47,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181257EB,,dia_util,4.34,5.12,1.17,-0.67,-0.67,normal,abaixo,alta,27,histórico dia_util,2.0
PT0002000033181281TN,,dia_util,3.04,3.41,0.34,-1.08,-1.08,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181292RT,,dia_util,0.76,0.86,0.3,-0.32,-0.32,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181326WB,,dia_util,2.58,2.42,0.3,0.53,0.53,normal,acima,alta,43,histórico dia_util,2.0
PT0002000033181359AK,,dia_util,1.67,1.91,0.3,-0.78,-0.78,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181394MX,,dia_util,0.92,1.03,0.3,-0.37,-0.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181543BK,,dia_util,0.57,0.64,0.3,-0.24,-0.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181587JL,,dia_util,1.9,2.1,0.3,-0.67,-0.67,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181598ZF,,dia_util,0.44,0.5,0.3,-0.2,-0.2,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181645QP,,dia_util,0.87,0.98,0.3,-0.37,-0.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181736CF,,dia_util,2.92,3.27,0.33,-1.09,-1.09,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181747CH,,dia_util,4.67,5.94,0.8,-1.59,-1.59,normal,abaixo,alta,33,histórico dia_util,2.0
PT0002000033181782EF,,dia_util,1.23,1.42,0.3,-0.62,-0.62,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181884AV,,dia_util,0.87,0.98,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181929MQ,,dia_util,6.81,7.78,0.78,-1.25,-1.25,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181931MH,,dia_util,0.41,0.47,0.3,-0.17,-0.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181942YY,,dia_util,0.97,1.08,0.3,-0.36,-0.36,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181953YV,,dia_util,1.03,1.16,0.3,-0.44,-0.44,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033181964FM,,dia_util,2.29,2.58,0.3,-0.96,-0.96,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182001PL,,dia_util,0.52,0.58,0.3,-0.21,-0.21,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182012DF,,dia_util,3.08,3.41,0.34,-0.96,-0.96,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182078NG,,dia_util,5.35,6.15,0.61,-1.29,-1.29,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182089NS,,dia_util,1.79,2.02,0.3,-0.76,-0.76,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033182091NV,,dia_util,1.33,1.5,0.3,-0.55,-0.55,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186061RP,,dia_util,6.27,6.95,0.69,-0.98,-0.98,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186141GL,,dia_util,0.9,1.01,0.3,-0.39,-0.39,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000033186152MF,,dia_util,0.82,0.93,0.3,-0.36,-0.36,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052543452BR,,dia_util,0.46,0.51,0.3,-0.17,-0.17,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052545458YY,,dia_util,1.17,1.34,0.3,-0.57,-0.57,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052546155JJ,,dia_util,4.57,5.14,0.51,-1.11,-1.11,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052546747QF,,dia_util,2.35,2.67,0.3,-1.07,-1.07,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052547295VA,,dia_util,0.36,0.46,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052547821VT,,dia_util,1.74,1.97,0.3,-0.76,-0.76,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052548482EV,,dia_util,1.91,2.16,0.3,-0.83,-0.83,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052548675PA,,dia_util,0.66,0.75,0.3,-0.29,-0.29,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052937418MT,,dia_util,1.15,1.3,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000052949226ND,,dia_util,1.21,1.36,0.3,-0.49,-0.49,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053041682FM,,dia_util,0.37,0.41,0.3,-0.15,-0.15,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053043996SL,,dia_util,0.17,0.19,0.3,-0.07,-0.07,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000053081053VT,,dia_util,0.71,0.78,0.3,-0.24,-0.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065282732YH,,dia_util,0.28,0.32,0.3,-0.12,-0.12,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065282765PM,,dia_util,0.81,0.9,0.3,-0.3,-0.3,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065528253DZ,,dia_util,0.78,0.88,0.3,-0.34,-0.34,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065533466YY,,dia_util,0.66,0.75,0.3,-0.28,-0.28,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000065591876SL,,dia_util,0.96,1.07,0.3,-0.37,-0.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000066808543ZD,,dia_util,0.71,0.8,0.3,-0.31,-0.31,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000066808623VC,,dia_util,1.96,2.21,0.3,-0.81,-0.81,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000067324104MW,,dia_util,2.6,2.91,0.3,-1.03,-1.03,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000067759766VK,,dia_util,1.32,1.49,0.3,-0.58,-0.58,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000068855003AK,,dia_util,6.33,6.37,1.06,-0.04,-0.04,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856267NC,,dia_util,16.04,16.51,2.99,-0.16,-0.16,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856655YV,0.0,dia_util,1.47,1.84,0.45,-0.83,-0.83,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856781NM,0.0,dia_util,27.36,20.23,11.34,0.63,0.63,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856826ZG,,dia_util,39.7,28.03,9.32,1.25,1.25,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856872QG,1.0,dia_util,0.07,0.13,0.3,-0.19,-0.19,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068856906VS,0.0,dia_util,6.92,5.74,1.9,0.62,0.62,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856952LS,2.0,dia_util,0.72,0.41,0.41,0.74,0.74,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068856974CZ,,dia_util,4.59,6.05,0.97,-1.5,-1.5,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068857099AR,1.0,dia_util,4.15,4.3,0.59,-0.26,-0.26,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068857897ZV,0.0,dia_util,13.3,13.81,2.87,-0.18,-0.18,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068857909SY,1.0,dia_util,3.29,4.85,1.19,-1.31,-1.31,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068858231YY,,dia_util,17.98,17.57,4.85,0.08,0.08,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068858674WN,,dia_util,13.0,12.14,3.39,0.25,0.25,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859187RL,0.0,dia_util,9.56,8.8,1.89,0.4,0.4,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859325FL,1.0,dia_util,23.08,21.71,5.78,0.24,0.24,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068859382XF,0.0,dia_util,24.78,24.89,5.22,-0.02,-0.02,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068859393XH,1.0,dia_util,27.36,27.45,5.06,-0.02,-0.02,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000068859597LS,0.0,dia_util,28.44,27.32,6.96,0.16,0.16,normal,acima,alta,48,histórico dia_util,2.0
PT0002000068870107QZ,,dia_util,1.47,1.67,0.3,-0.65,-0.65,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069306798MG,,dia_util,0.27,0.3,0.3,-0.11,-0.11,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069338479WZ,,dia_util,0.87,0.92,0.3,-0.19,-0.19,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000069802246HD,,dia_util,3.3,3.71,0.37,-1.1,-1.1,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000071320121WE,,dia_util,0.97,1.08,0.3,-0.37,-0.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000071896778MT,0.0,dia_util,1.76,12.87,8.73,-1.27,-1.27,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000072062898MZ,,dia_util,0.21,0.47,0.37,-0.69,-0.69,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072360785PM,,dia_util,0.46,0.55,0.3,-0.31,-0.31,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072905653PA,,dia_util,1.21,1.36,0.3,-0.48,-0.48,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072907284XR,,dia_util,0.96,1.14,0.3,-0.59,-0.59,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000072927102CQ,,dia_util,0.3,0.33,0.3,-0.12,-0.12,normal,abaixo,alta,41,histórico dia_util,2.0
PT0002000073231742VK,0.0,dia_util,5.85,5.53,0.78,0.42,0.42,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073432223VB,,dia_util,1.07,1.19,0.3,-0.42,-0.42,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000073481266XH,0.0,dia_util,5.97,5.23,0.53,1.4,1.4,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073573036KH,,dia_util,50.16,48.29,4.83,0.39,0.39,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073717386HC,,dia_util,4.04,4.71,1.34,-0.5,-0.5,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000073720434JD,,dia_util,23.94,12.43,6.04,1.91,1.91,normal,acima,alta,48,histórico dia_util,2.0
PT0002000073961094BC,,dia_util,1.98,2.21,0.3,-0.75,-0.75,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000073961128JP,,dia_util,0.34,0.38,0.3,-0.14,-0.14,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000074499424AN,,dia_util,5.33,5.85,0.59,-0.89,-0.89,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000074516162HY,,dia_util,1.28,1.38,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000075637532JB,0.0,dia_util,4.71,5.35,1.24,-0.52,-0.52,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000076063444QD,,dia_util,1.36,1.55,0.3,-0.63,-0.63,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076134941LE,,dia_util,0.58,0.65,0.3,-0.24,-0.24,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076549647HS,,dia_util,0.21,0.24,0.3,-0.09,-0.09,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076593445JK,,dia_util,1.42,1.65,0.3,-0.77,-0.77,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076595464DQ,,dia_util,3.52,4.08,0.41,-1.37,-1.37,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076805404YN,,dia_util,0.72,0.8,0.3,-0.29,-0.29,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000076805608SD,,dia_util,0.24,0.26,0.3,-0.09,-0.09,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077111709FA,,dia_util,0.94,1.02,0.3,-0.26,-0.26,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077111733PG,,dia_util,0.36,0.44,0.3,-0.26,-0.26,normal,abaixo,alta,34,histórico dia_util,2.0
PT0002000077296616LJ,,dia_util,0.92,1.02,0.3,-0.35,-0.35,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077297266RL,,dia_util,2.0,2.28,0.3,-0.92,-0.92,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077297335GL,,dia_util,3.39,3.89,0.39,-1.31,-1.31,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077348081AG,,dia_util,15.5,18.25,5.2,-0.53,-0.53,normal,abaixo,alta,48,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,22.26,19.92,1.99,1.17,1.17,normal,acima,alta,48,histórico dia_util,2.0
PT0002000077586937SM,,dia_util,1.28,1.57,0.3,-0.96,-0.96,normal,abaixo,alta,43,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,10.03,8.71,3.29,0.4,0.4,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,9.47,9.26,3.33,0.06,0.06,normal,acima,alta,48,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,4.22,3.63,0.94,0.62,0.62,normal,acima,alta,48,histórico dia_util,2.0
