CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000032936465MP,,dia_util,2.04,2.35,0.3,-1.03,-1.03,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033074862LZ,0.0,dia_util,9.27,8.58,1.19,0.58,0.58,normal,acima,alta,49,histórico dia_util,2.0
PT0002000033137461GF,,dia_util,1.43,1.61,0.3,-0.59,-0.59,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033143974BB,,dia_util,2.11,2.3,0.3,-0.65,-0.65,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033143996NX,,dia_util,0.74,0.81,0.3,-0.24,-0.24,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033144009JT,,dia_util,1.3,1.44,0.3,-0.5,-0.5,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173784LJ,,dia_util,2.76,3.06,0.31,-0.96,-0.96,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173829KN,,dia_util,1.26,1.49,0.3,-0.78,-0.78,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173831KZ,,dia_util,1.66,1.87,0.3,-0.69,-0.69,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173911WW,,dia_util,1.32,1.48,0.3,-0.51,-0.51,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173944AN,,dia_util,0.73,0.83,0.3,-0.34,-0.34,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033173966GB,,dia_util,1.11,1.24,0.3,-0.44,-0.44,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174003YW,,dia_util,1.69,1.88,0.3,-0.62,-0.62,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174036FN,,dia_util,0.63,0.71,0.3,-0.28,-0.28,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174069PE,,dia_util,2.7,2.99,0.3,-0.97,-0.97,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174093XT,,dia_util,1.13,1.25,0.3,-0.43,-0.43,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174138BE,,dia_util,0.81,0.91,0.3,-0.3,-0.3,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174149NX,,dia_util,1.61,1.79,0.3,-0.61,-0.61,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174151NN,,dia_util,1.46,1.65,0.3,-0.62,-0.62,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174173JB,,dia_util,1.74,1.98,0.3,-0.82,-0.82,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033174184JE,,dia_util,3.23,3.53,0.35,-0.85,-0.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033180983XJ,,dia_util,1.55,1.71,0.3,-0.54,-0.54,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181018NW,,dia_util,2.63,2.98,0.3,-1.18,-1.18,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181086SR,,dia_util,2.08,2.32,0.3,-0.8,-0.8,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181109QR,,dia_util,2.29,2.54,0.3,-0.85,-0.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181224KR,,dia_util,1.15,1.28,0.3,-0.43,-0.43,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181281TN,,dia_util,3.06,3.42,0.34,-1.05,-1.05,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181292RT,,dia_util,0.77,0.86,0.3,-0.29,-0.29,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181326WB,,dia_util,2.65,2.41,0.3,0.79,0.79,normal,acima,alta,44,histórico dia_util,2.0
PT0002000033181359AK,,dia_util,2.99,1.88,0.3,3.69,3.69,desvio,acima,alta,44,histórico dia_util,2.0
PT0002000033181394MX,,dia_util,0.93,1.03,0.3,-0.33,-0.33,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181543BK,,dia_util,0.58,0.64,0.3,-0.19,-0.19,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181587JL,,dia_util,1.93,2.11,0.3,-0.6,-0.6,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181598ZF,,dia_util,0.45,0.5,0.3,-0.19,-0.19,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181645QP,,dia_util,0.87,0.98,0.3,-0.37,-0.37,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181736CF,,dia_util,2.95,3.28,0.33,-1.01,-1.01,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181747CH,,dia_util,4.92,5.93,0.81,-1.24,-1.24,normal,abaixo,alta,33,histórico dia_util,2.0
PT0002000033181782EF,,dia_util,1.24,1.42,0.3,-0.59,-0.59,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181884AV,,dia_util,0.88,0.98,0.3,-0.32,-0.32,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181929MQ,,dia_util,7.05,7.8,0.78,-0.96,-0.96,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181931MH,,dia_util,0.42,0.47,0.3,-0.16,-0.16,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181942YY,,dia_util,0.98,1.08,0.3,-0.36,-0.36,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181953YV,,dia_util,1.04,1.17,0.3,-0.43,-0.43,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033181964FM,,dia_util,2.32,2.58,0.3,-0.89,-0.89,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033182001PL,,dia_util,0.52,0.58,0.3,-0.2,-0.2,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033182012DF,,dia_util,3.1,3.42,0.34,-0.93,-0.93,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033182078NG,,dia_util,5.47,6.17,0.62,-1.13,-1.13,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033182089NS,,dia_util,1.82,2.03,0.3,-0.69,-0.69,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033182091NV,,dia_util,1.35,1.5,0.3,-0.49,-0.49,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033186061RP,,dia_util,6.25,6.96,0.7,-1.02,-1.02,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033186141GL,,dia_util,0.91,1.02,0.3,-0.34,-0.34,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000033186152MF,,dia_util,0.84,0.93,0.3,-0.32,-0.32,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052543452BR,,dia_util,0.46,0.52,0.3,-0.18,-0.18,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052545458YY,,dia_util,1.19,1.34,0.3,-0.51,-0.51,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052546155JJ,,dia_util,4.63,5.16,0.52,-1.02,-1.02,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052546747QF,,dia_util,2.4,2.7,0.3,-1.02,-1.02,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052547295VA,,dia_util,0.34,0.47,0.3,-0.42,-0.42,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052547821VT,,dia_util,1.77,1.98,0.3,-0.69,-0.69,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052548482EV,,dia_util,1.94,2.16,0.3,-0.74,-0.74,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052548675PA,,dia_util,0.67,0.75,0.3,-0.27,-0.27,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052937418MT,,dia_util,1.17,1.31,0.3,-0.44,-0.44,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000052949226ND,,dia_util,1.22,1.36,0.3,-0.49,-0.49,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000053041682FM,,dia_util,0.37,0.42,0.3,-0.15,-0.15,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000053043996SL,,dia_util,0.17,0.19,0.3,-0.07,-0.07,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000053081053VT,,dia_util,0.7,0.78,0.3,-0.28,-0.28,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000065282732YH,,dia_util,0.29,0.32,0.3,-0.11,-0.11,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000065282765PM,,dia_util,0.81,0.91,0.3,-0.31,-0.31,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000065528253DZ,,dia_util,0.79,0.88,0.3,-0.33,-0.33,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000065533466YY,,dia_util,0.67,0.75,0.3,-0.25,-0.25,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000065591876SL,,dia_util,0.98,1.08,0.3,-0.32,-0.32,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000066808543ZD,,dia_util,0.72,0.81,0.3,-0.28,-0.28,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000066808623VC,,dia_util,1.98,2.21,0.3,-0.77,-0.77,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000067324104MW,,dia_util,2.64,2.91,0.3,-0.89,-0.89,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000067759766VK,,dia_util,1.41,1.5,0.3,-0.28,-0.28,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000068855003AK,,dia_util,6.45,6.38,1.05,0.06,0.06,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856267NC,,dia_util,18.66,16.51,2.97,0.72,0.72,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856655YV,0.0,dia_util,2.27,1.85,0.47,0.91,0.91,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856781NM,0.0,dia_util,27.04,20.36,11.26,0.59,0.59,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856826ZG,,dia_util,19.59,28.58,9.33,-0.96,-0.96,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000068856872QG,1.0,dia_util,0.1,0.13,0.3,-0.09,-0.09,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000068856906VS,0.0,dia_util,7.05,5.74,1.88,0.7,0.7,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856952LS,2.0,dia_util,1.03,0.41,0.4,1.53,1.53,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068856974CZ,,dia_util,7.15,6.05,1.05,1.04,1.04,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068857099AR,1.0,dia_util,3.84,4.33,0.61,-0.81,-0.81,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000068857897ZV,0.0,dia_util,15.34,13.83,2.86,0.53,0.53,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068857909SY,1.0,dia_util,5.47,4.84,1.22,0.52,0.52,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068858231YY,,dia_util,20.54,17.73,5.0,0.56,0.56,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068858674WN,,dia_util,13.29,12.22,3.4,0.31,0.31,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068859187RL,0.0,dia_util,9.07,9.08,2.65,-0.0,-0.0,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000068859325FL,1.0,dia_util,23.0,21.81,5.76,0.21,0.21,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068859382XF,0.0,dia_util,28.1,24.95,5.22,0.6,0.6,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068859393XH,1.0,dia_util,26.59,27.5,5.0,-0.18,-0.18,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000068859597LS,0.0,dia_util,32.06,27.46,7.02,0.66,0.66,normal,acima,alta,49,histórico dia_util,2.0
PT0002000068870107QZ,,dia_util,1.5,1.68,0.3,-0.59,-0.59,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000069306798MG,,dia_util,0.27,0.3,0.3,-0.1,-0.1,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000069338479WZ,,dia_util,0.87,0.93,0.3,-0.18,-0.18,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000069802246HD,,dia_util,3.36,3.72,0.37,-0.97,-0.97,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000071320121WE,,dia_util,0.98,1.08,0.3,-0.33,-0.33,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000071896778MT,0.0,dia_util,6.61,12.93,8.82,-0.72,-0.72,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000072062898MZ,,dia_util,0.2,0.46,0.37,-0.7,-0.7,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000072360785PM,,dia_util,0.5,0.56,0.3,-0.18,-0.18,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000072905653PA,,dia_util,1.25,1.36,0.3,-0.39,-0.39,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000072907284XR,,dia_util,0.98,1.14,0.3,-0.52,-0.52,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000072927102CQ,,dia_util,0.3,0.34,0.3,-0.11,-0.11,normal,abaixo,alta,42,histórico dia_util,2.0
PT0002000073231742VK,0.0,dia_util,5.99,5.53,0.77,0.59,0.59,normal,acima,alta,49,histórico dia_util,2.0
PT0002000073432223VB,,dia_util,1.08,1.2,0.3,-0.38,-0.38,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000073481266XH,0.0,dia_util,5.16,5.26,0.53,-0.19,-0.19,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000073573036KH,,dia_util,51.02,48.35,4.84,0.55,0.55,normal,acima,alta,49,histórico dia_util,2.0
PT0002000073717386HC,,dia_util,5.93,4.71,1.34,0.91,0.91,normal,acima,alta,49,histórico dia_util,2.0
PT0002000073720434JD,,dia_util,23.75,12.39,5.99,1.9,1.9,normal,acima,alta,49,histórico dia_util,2.0
PT0002000073961094BC,,dia_util,2.0,2.21,0.3,-0.7,-0.7,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000073961128JP,,dia_util,0.35,0.39,0.3,-0.13,-0.13,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000074499424AN,,dia_util,5.41,5.81,0.62,-0.64,-0.64,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000074516162HY,,dia_util,1.27,1.39,0.3,-0.4,-0.4,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000075637532JB,0.0,dia_util,6.45,5.35,1.24,0.89,0.89,normal,acima,alta,49,histórico dia_util,2.0
PT0002000076063444QD,,dia_util,1.38,1.55,0.3,-0.55,-0.55,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076134941LE,,dia_util,0.59,0.65,0.3,-0.22,-0.22,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076549647HS,,dia_util,0.22,0.24,0.3,-0.08,-0.08,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076593445JK,,dia_util,1.48,1.65,0.3,-0.58,-0.58,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076595464DQ,,dia_util,3.6,4.09,0.41,-1.2,-1.2,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076805404YN,,dia_util,0.73,0.8,0.3,-0.25,-0.25,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000076805608SD,,dia_util,0.24,0.26,0.3,-0.09,-0.09,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077111709FA,,dia_util,0.95,1.02,0.3,-0.22,-0.22,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077111733PG,,dia_util,0.36,0.44,0.3,-0.26,-0.26,normal,abaixo,alta,35,histórico dia_util,2.0
PT0002000077296616LJ,,dia_util,0.93,1.03,0.3,-0.31,-0.31,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077297266RL,,dia_util,2.04,2.29,0.3,-0.82,-0.82,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077297335GL,,dia_util,3.45,3.9,0.39,-1.17,-1.17,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077348081AG,,dia_util,13.27,18.4,5.16,-0.99,-0.99,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000077394934QY,0.0,dia_util,19.54,19.99,2.0,-0.22,-0.22,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000077586937SM,,dia_util,1.4,1.57,0.3,-0.58,-0.58,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000077647404EM,1.0,dia_util,10.77,8.53,3.43,0.65,0.65,normal,acima,alta,49,histórico dia_util,2.0
PT0002000078140706BA,,dia_util,16.3,9.31,3.4,2.06,2.06,desvio,acima,alta,49,histórico dia_util,2.0
PT0002000078207354XC,1.0,dia_util,4.19,3.65,0.94,0.57,0.57,normal,acima,alta,49,histórico dia_util,2.0
PT0002000078233981HJ,1.0,dia_util,3.74,3.46,0.66,0.42,0.42,normal,acima,alta,49,histórico dia_util,2.0
PT0002000078294957RQ,0.0,dia_util,6.97,5.93,1.44,0.72,0.72,normal,acima,alta,49,histórico dia_util,2.0
PT0002000078424866ZK,,dia_util,6.5,7.29,0.73,-1.08,-1.08,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000078441876HB,0.0,dia_util,244.69,233.57,29.5,0.38,0.38,normal,acima,alta,49,histórico dia_util,2.0
PT0002000078618376XD,,dia_util,0.95,1.08,0.3,-0.44,-0.44,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000078980058AQ,,dia_util,1.7,1.88,0.3,-0.6,-0.6,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000079469719HF,,dia_util,34.35,32.42,3.26,0.59,0.59,normal,acima,alta,49,histórico dia_util,2.0
PT0002000079471477WV,,dia_util,4.24,2.84,0.87,1.61,1.61,normal,acima,alta,44,histórico dia_util,2.0
PT0002000079471581FY,,dia_util,3.12,3.35,0.34,-0.69,-0.69,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000080238674DA,,dia_util,1.65,1.81,0.3,-0.53,-0.53,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000080276117GW,,dia_util,2.42,2.63,0.3,-0.71,-0.71,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000080461298MX,,dia_util,2.77,2.96,0.3,-0.66,-0.66,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000081344542CP,1.0,dia_util,4.05,4.03,0.93,0.02,0.02,normal,acima,alta,49,histórico dia_util,2.0
PT0002000081398935QY,,dia_util,0.86,0.95,0.3,-0.3,-0.3,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000081722388AX,,dia_util,3.26,3.57,0.36,-0.85,-0.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000081997398TD,0.0,dia_util,25.98,26.03,4.6,-0.01,-0.01,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000082549706RH,0.0,dia_util,7.94,6.02,0.8,2.39,2.39,desvio,acima,alta,49,histórico dia_util,2.0
PT0002000083148707DF,,dia_util,6.29,7.01,0.7,-1.03,-1.03,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000084047066ZD,,dia_util,0.42,0.46,0.3,-0.11,-0.11,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000084047077ZC,,dia_util,4.33,4.81,0.48,-1.01,-1.01,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000084047099SL,,dia_util,1.13,1.24,0.3,-0.37,-0.37,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000085216752VF,,dia_util,0.68,0.76,0.3,-0.27,-0.27,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000085878838FS,,dia_util,3.21,3.51,0.35,-0.85,-0.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000085879034QG,,dia_util,1.06,1.18,0.3,-0.39,-0.39,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000085879056VA,,dia_util,0.13,0.14,0.3,-0.05,-0.05,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000086712913TH,,dia_util,1.22,1.34,0.3,-0.42,-0.42,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087509609RV,,dia_util,1.02,1.15,0.3,-0.42,-0.42,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087509611RL,,dia_util,0.82,0.9,0.3,-0.27,-0.27,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087509622WF,,dia_util,1.89,2.14,0.3,-0.82,-0.82,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087509666GM,,dia_util,0.0,0.0,0.3,0.0,0.0,normal,acima,alta,44,histórico dia_util,2.0
PT0002000087509688MG,,dia_util,2.2,2.48,0.3,-0.91,-0.91,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087844686BF,,dia_util,2.25,2.46,0.3,-0.71,-0.71,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087844697BH,,dia_util,2.55,2.79,0.3,-0.8,-0.8,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000087844711ND,,dia_util,1.01,1.11,0.3,-0.34,-0.34,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000089588024TZ,,dia_util,1.11,1.24,0.3,-0.44,-0.44,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000089588046RJ,,dia_util,1.32,1.47,0.3,-0.48,-0.48,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000100113293JT,0.0,dia_util,38.44,39.08,3.91,-0.16,-0.16,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000101964938LF,0.0,dia_util,4.78,5.08,0.51,-0.59,-0.59,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000102325527BW,,dia_util,2.18,2.44,0.3,-0.85,-0.85,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000102367112WA,,dia_util,1.53,1.7,0.3,-0.58,-0.58,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000102462268EP,,dia_util,0.73,0.81,0.3,-0.25,-0.25,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000102936404ME,1.0,dia_util,5.18,4.92,0.49,0.51,0.51,normal,acima,alta,49,histórico dia_util,2.0
PT0002000103026532ZJ,,dia_util,0.87,0.99,0.3,-0.39,-0.39,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000103476489GK,,dia_util,1.92,2.16,0.3,-0.81,-0.81,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000103647515BL,,dia_util,0.22,0.24,0.3,-0.08,-0.08,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000104441112QR,,dia_util,0.1,0.11,0.3,-0.04,-0.04,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000104466334PS,,dia_util,0.28,0.29,0.3,-0.01,-0.01,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000105067638RF,,dia_util,0.15,0.17,0.3,-0.06,-0.06,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000105483259QH,1.0,dia_util,0.29,0.47,0.3,-0.61,-0.61,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000105580814AF,,dia_util,1.65,1.83,0.3,-0.61,-0.61,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000105712308QX,,dia_util,0.55,0.62,0.3,-0.21,-0.21,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000106102375RC,,dia_util,10.22,10.58,1.8,-0.2,-0.2,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000106706086FG,,dia_util,0.32,0.36,0.3,-0.12,-0.12,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000107046231FW,0.0,dia_util,3.83,3.62,0.74,0.29,0.29,normal,acima,alta,49,histórico dia_util,2.0
PT0002000107172384HT,1.0,dia_util,3.98,5.28,1.5,-0.87,-0.87,normal,abaixo,alta,49,histórico dia_util,2.0
PT0002000107211573LC,,dia_util,0.68,0.76,0.3,-0.26,-0.26,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000107676749GK,,dia_util,1.9,2.12,0.3,-0.71,-0.71,normal,abaixo,alta,44,histórico dia_util,2.0
PT0002000107950678TC,,dia_util,1.07,1.05,0.3,0.07,0.07,normal,acima,alta,44,histórico dia_util,2.0
