CPE,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000032934812WB,,fim_semana,1.22,1.49,0.47,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032934971DD,,fim_semana,2.3,2.79,0.89,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032934982DC,,fim_semana,1.06,1.32,0.45,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935074JC,,fim_semana,1.89,2.31,0.72,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935119SL,,fim_semana,1.91,2.33,0.73,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935154VP,,fim_semana,2.83,3.49,1.08,-0.61,-0.61,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935187HH,,fim_semana,2.39,2.92,0.92,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935278EV,,fim_semana,0.71,0.86,0.3,-0.51,-0.51,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935314RF,,fim_semana,3.9,4.84,1.53,-0.62,-0.62,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935347WV,,fim_semana,1.72,1.78,0.75,-0.07,-0.07,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935393GV,,fim_semana,1.38,1.68,0.54,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935416MV,,fim_semana,1.28,1.57,0.5,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935473PM,,fim_semana,1.82,2.21,0.7,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935633SG,,fim_semana,1.33,1.6,0.52,-0.52,-0.52,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935688VJ,,fim_semana,2.28,2.86,0.9,-0.64,-0.64,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032935724LA,,fim_semana,0.57,0.73,0.3,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936135ZT,,fim_semana,0.76,0.95,0.3,-0.65,-0.65,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936179SK,,fim_semana,1.16,1.39,0.46,-0.5,-0.5,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936192QB,,fim_semana,1.17,1.45,0.46,-0.61,-0.61,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936226VE,,fim_semana,2.11,2.53,0.78,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936306KX,2.0,fim_semana,2.11,2.56,0.82,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936341EE,,fim_semana,2.9,3.54,1.12,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936363TK,,fim_semana,0.0,0.0,0.3,0.0,0.0,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936385RC,,fim_semana,3.09,3.79,1.19,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936421AX,,fim_semana,1.78,2.03,0.73,-0.35,-0.35,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000032936465MP,,fim_semana,2.02,2.58,0.83,-0.67,-0.67,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033074862LZ,0.0,fim_semana,3.11,2.92,0.3,0.65,0.65,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000033137461GF,,fim_semana,1.41,1.74,0.52,-0.64,-0.64,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033143974BB,,fim_semana,1.98,2.53,0.79,-0.69,-0.69,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033143996NX,,fim_semana,0.72,0.88,0.3,-0.52,-0.52,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033144009JT,,fim_semana,1.27,1.56,0.49,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173784LJ,,fim_semana,2.74,3.3,1.07,-0.53,-0.53,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173829KN,,fim_semana,1.25,1.59,0.48,-0.7,-0.7,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173831KZ,,fim_semana,1.62,2.04,0.73,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173911WW,,fim_semana,1.3,1.59,0.5,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173944AN,,fim_semana,0.7,0.89,0.3,-0.65,-0.65,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033173966GB,,fim_semana,1.07,1.35,0.41,-0.7,-0.7,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174003YW,,fim_semana,1.66,2.04,0.65,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174036FN,,fim_semana,0.62,0.77,0.3,-0.5,-0.5,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174069PE,,fim_semana,2.66,3.23,1.02,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174093XT,,fim_semana,1.11,1.36,0.43,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174138BE,,fim_semana,0.8,0.98,0.31,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174149NX,,fim_semana,1.58,1.94,0.62,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174151NN,,fim_semana,1.43,1.78,0.55,-0.62,-0.62,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174173JB,,fim_semana,1.71,2.14,0.64,-0.67,-0.67,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033174184JE,,fim_semana,3.13,3.81,1.26,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033180983XJ,,fim_semana,1.53,2.0,0.8,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181018NW,,fim_semana,2.59,3.22,1.01,-0.63,-0.63,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181086SR,,fim_semana,2.05,2.5,0.78,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181109QR,,fim_semana,2.24,2.75,0.86,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181224KR,,fim_semana,1.13,1.39,0.44,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181257EB,,fim_semana,4.33,5.78,2.23,-0.65,-0.65,normal,abaixo,baixa,8,histórico fim_semana (poucos dados),2.5
PT0002000033181281TN,,fim_semana,3.02,3.57,1.35,-0.41,-0.41,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181292RT,,fim_semana,0.76,0.93,0.3,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181326WB,,fim_semana,2.58,2.62,1.18,-0.03,-0.03,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181359AK,,fim_semana,1.67,2.03,0.67,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181394MX,,fim_semana,0.92,1.12,0.35,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181543BK,,fim_semana,0.57,0.7,0.3,-0.4,-0.4,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181587JL,,fim_semana,1.91,2.5,1.01,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181598ZF,,fim_semana,0.44,0.54,0.3,-0.33,-0.33,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181645QP,,fim_semana,0.89,1.05,0.33,-0.51,-0.51,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181736CF,,fim_semana,2.92,3.56,1.14,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181747CH,,fim_semana,4.67,6.48,1.88,-0.96,-0.96,normal,abaixo,alta,12,histórico fim_semana,2.5
PT0002000033181782EF,,fim_semana,1.23,1.53,0.47,-0.64,-0.64,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181884AV,,fim_semana,0.87,1.07,0.34,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181929MQ,,fim_semana,6.84,8.4,2.65,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181931MH,,fim_semana,0.41,0.5,0.3,-0.31,-0.31,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181942YY,,fim_semana,0.96,1.18,0.38,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181953YV,,fim_semana,1.04,1.3,0.46,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033181964FM,,fim_semana,2.31,2.81,0.94,-0.53,-0.53,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033182001PL,,fim_semana,0.52,0.63,0.3,-0.37,-0.37,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033182012DF,,fim_semana,3.09,3.81,1.2,-0.6,-0.6,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033182078NG,,fim_semana,5.37,6.59,2.06,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033182089NS,,fim_semana,1.8,2.19,0.69,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033182091NV,,fim_semana,1.34,1.63,0.52,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033186061RP,,fim_semana,6.17,7.57,2.54,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033186141GL,,fim_semana,0.9,1.1,0.35,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000033186152MF,,fim_semana,0.82,1.01,0.32,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052543452BR,,fim_semana,0.46,0.56,0.3,-0.32,-0.32,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052545458YY,,fim_semana,1.18,1.46,0.45,-0.62,-0.62,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052546155JJ,,fim_semana,4.6,5.58,1.78,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052546747QF,,fim_semana,2.35,2.9,0.93,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052547295VA,,fim_semana,0.35,0.51,0.3,-0.53,-0.53,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052547821VT,,fim_semana,1.74,2.13,0.67,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052548482EV,,fim_semana,1.91,2.34,0.73,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052548675PA,,fim_semana,0.63,0.81,0.3,-0.6,-0.6,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052937418MT,,fim_semana,1.16,1.42,0.46,-0.58,-0.58,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000052949226ND,,fim_semana,1.2,1.47,0.46,-0.6,-0.6,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000053041682FM,,fim_semana,0.37,0.45,0.3,-0.27,-0.27,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000053043996SL,,fim_semana,0.17,0.21,0.3,-0.13,-0.13,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000053081053VT,,fim_semana,0.69,0.85,0.3,-0.52,-0.52,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000065282732YH,,fim_semana,0.28,0.34,0.3,-0.21,-0.21,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000065282765PM,,fim_semana,0.84,0.98,0.31,-0.46,-0.46,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000065528253DZ,,fim_semana,0.78,0.95,0.3,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000065533466YY,,fim_semana,0.66,0.81,0.3,-0.49,-0.49,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000065591876SL,,fim_semana,0.97,1.17,0.38,-0.52,-0.52,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000066808543ZD,,fim_semana,0.71,0.87,0.3,-0.53,-0.53,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000066808623VC,,fim_semana,1.92,2.38,0.73,-0.63,-0.63,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000067324104MW,,fim_semana,2.6,3.14,1.0,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000067759766VK,,fim_semana,1.3,1.61,0.52,-0.6,-0.6,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000068855003AK,,fim_semana,4.38,3.28,0.37,2.99,2.99,desvio,acima,alta,17,histórico fim_semana,2.5
PT0002000068856267NC,,fim_semana,8.65,7.98,1.0,0.67,0.67,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068856655YV,0.0,fim_semana,0.52,0.87,0.39,-0.89,-0.89,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068856781NM,0.0,fim_semana,25.32,20.12,9.63,0.54,0.54,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068856826ZG,,fim_semana,35.78,23.33,8.41,1.48,1.48,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068856872QG,1.0,fim_semana,0.07,0.25,0.3,-0.59,-0.59,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068856906VS,0.0,fim_semana,5.82,5.51,3.39,0.09,0.09,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068856952LS,2.0,fim_semana,0.34,0.37,0.47,-0.06,-0.06,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068856974CZ,,fim_semana,3.39,2.91,0.3,1.6,1.6,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068857099AR,1.0,fim_semana,3.18,3.82,0.65,-0.98,-0.98,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068857897ZV,0.0,fim_semana,7.41,7.56,1.03,-0.15,-0.15,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068857909SY,1.0,fim_semana,3.4,3.58,1.86,-0.1,-0.1,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068858231YY,,fim_semana,5.45,5.53,0.56,-0.15,-0.15,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068858674WN,,fim_semana,3.71,3.77,0.47,-0.14,-0.14,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068859187RL,0.0,fim_semana,2.43,2.52,0.67,-0.14,-0.14,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000068859325FL,1.0,fim_semana,22.5,16.92,5.18,1.08,1.08,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068859382XF,0.0,fim_semana,10.59,10.37,1.04,0.22,0.22,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068859393XH,1.0,fim_semana,23.3,22.9,8.41,0.05,0.05,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068859597LS,0.0,fim_semana,14.56,12.54,2.66,0.76,0.76,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000068870107QZ,,fim_semana,1.43,1.84,0.6,-0.68,-0.68,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000069306798MG,,fim_semana,0.27,0.33,0.3,-0.2,-0.2,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000069338479WZ,,fim_semana,0.94,1.04,0.41,-0.24,-0.24,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000069802246HD,,fim_semana,3.31,4.02,1.28,-0.55,-0.55,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000071320121WE,,fim_semana,0.97,1.18,0.38,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000071896778MT,0.0,fim_semana,7.86,4.96,4.81,0.6,0.6,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000072062898MZ,,fim_semana,0.21,0.48,0.38,-0.7,-0.7,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000072360785PM,,fim_semana,0.43,0.59,0.3,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000072905653PA,,fim_semana,1.22,1.47,0.47,-0.54,-0.54,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000072907284XR,,fim_semana,0.96,1.2,0.36,-0.67,-0.67,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000072927102CQ,,fim_semana,0.3,0.39,0.3,-0.32,-0.32,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000073231742VK,0.0,fim_semana,3.19,2.85,0.3,1.13,1.13,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000073432223VB,,fim_semana,1.06,1.3,0.42,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000073481266XH,0.0,fim_semana,1.89,1.66,0.3,0.75,0.75,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000073573036KH,,fim_semana,47.24,43.04,5.49,0.77,0.77,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000073717386HC,,fim_semana,5.18,3.75,2.08,0.69,0.69,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000073720434JD,,fim_semana,11.83,8.59,3.91,0.83,0.83,normal,acima,alta,17,histórico fim_semana,2.5
PT0002000073961094BC,,fim_semana,1.97,2.41,0.79,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000073961128JP,,fim_semana,0.34,0.42,0.3,-0.25,-0.25,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000074499424AN,,fim_semana,5.33,6.52,2.07,-0.57,-0.57,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000074516162HY,,fim_semana,1.23,1.52,0.52,-0.56,-0.56,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000075637532JB,0.0,fim_semana,1.33,1.38,0.78,-0.06,-0.06,normal,abaixo,alta,17,histórico fim_semana,2.5
PT0002000076063444QD,,fim_semana,1.37,1.68,0.52,-0.59,-0.59,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076134941LE,,fim_semana,0.58,0.7,0.3,-0.43,-0.43,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076549647HS,,fim_semana,0.21,0.26,0.3,-0.16,-0.16,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076593445JK,,fim_semana,1.42,1.8,0.58,-0.66,-0.66,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076595464DQ,,fim_semana,3.54,4.42,1.36,-0.65,-0.65,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076805404YN,,fim_semana,0.69,0.88,0.3,-0.65,-0.65,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000076805608SD,,fim_semana,0.23,0.29,0.3,-0.17,-0.17,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077111709FA,,fim_semana,0.94,1.1,0.34,-0.49,-0.49,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077111733PG,,fim_semana,0.36,0.46,0.3,-0.35,-0.35,normal,abaixo,alta,12,histórico fim_semana,2.5
PT0002000077296616LJ,,fim_semana,0.92,1.11,0.36,-0.53,-0.53,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077297266RL,,fim_semana,1.99,2.48,0.77,-0.65,-0.65,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077297335GL,,fim_semana,3.36,4.23,1.36,-0.64,-0.64,normal,abaixo,alta,15,histórico fim_semana,2.5
PT0002000077348081AG,,fim_semana,11.46,14.44,5.48,-0.54,-0.54,normal,abaixo,alta,17,histórico fim_semana,2.5
