CPE,hora,cluster,cluster_origem,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
PT0002000033074862LZ,0,0,historico,dia_util,13.0,13.0,1.41,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,1,0,historico,dia_util,12.0,13.5,1.35,-1.11,-1.11,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,2,0,historico,dia_util,13.0,12.0,1.2,0.83,0.83,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,3,0,historico,dia_util,14.0,12.0,1.2,1.67,1.67,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,4,0,historico,dia_util,12.0,12.0,1.2,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,5,0,historico,dia_util,13.0,13.0,1.3,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,6,0,historico,dia_util,13.0,12.5,1.25,0.4,0.4,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,7,0,historico,dia_util,35.0,13.0,1.3,10.0,16.92,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,8,0,historico,dia_util,46.0,11.0,1.1,10.0,31.82,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,9,0,historico,dia_util,43.0,10.5,1.05,10.0,30.95,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,10,0,historico,dia_util,49.0,10.5,1.05,10.0,36.67,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,11,0,historico,dia_util,40.0,10.5,1.05,10.0,28.1,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,12,0,historico,dia_util,58.0,10.0,1.0,10.0,48.0,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,13,0,historico,dia_util,42.0,10.5,1.05,10.0,30.0,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,14,0,historico,dia_util,35.0,10.0,1.0,10.0,25.0,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,15,0,historico,dia_util,25.0,10.5,1.05,10.0,13.81,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,16,0,historico,dia_util,19.0,10.5,1.05,8.1,8.1,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,17,0,historico,dia_util,26.0,13.0,1.3,10.0,10.0,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,18,0,historico,dia_util,19.0,13.0,1.3,4.62,4.62,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,19,0,historico,dia_util,13.0,13.0,1.3,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,20,0,historico,dia_util,13.0,13.0,1.3,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000033074862LZ,21,0,historico,dia_util,13.0,11.67,2.31,0.58,0.58,normal,acima,baixa,3,fallback (60d recentes),3.0
PT0002000033074862LZ,22,0,historico,dia_util,12.0,12.67,1.27,-0.53,-0.53,normal,abaixo,baixa,3,fallback (60d recentes),3.0
PT0002000033074862LZ,23,0,historico,dia_util,12.0,12.33,1.23,-0.27,-0.27,normal,abaixo,baixa,3,fallback (60d recentes),3.0
PT0002000068855003AK,0,0,estimado_historico,dia_util,7.0,6.5,0.71,0.71,0.71,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,1,0,estimado_historico,dia_util,6.0,7.0,0.7,-1.43,-1.43,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,2,0,estimado_historico,dia_util,7.0,6.0,0.6,1.67,1.67,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,3,0,estimado_historico,dia_util,6.0,7.5,0.75,-2.0,-2.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,4,0,estimado_historico,dia_util,7.0,7.0,0.7,0.0,0.0,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,5,0,estimado_historico,dia_util,6.0,6.5,0.71,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,6,0,estimado_historico,dia_util,6.0,7.0,0.7,-1.43,-1.43,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,7,0,estimado_historico,dia_util,11.0,7.5,0.75,4.67,4.67,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,8,0,estimado_historico,dia_util,16.0,12.0,4.24,0.94,0.94,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,9,0,estimado_historico,dia_util,18.0,13.5,4.95,0.91,0.91,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,10,0,estimado_historico,dia_util,23.0,18.0,7.07,0.71,0.71,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,11,0,estimado_historico,dia_util,29.0,23.5,9.19,0.6,0.6,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,12,0,estimado_historico,dia_util,24.0,29.0,15.56,-0.32,-0.32,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,13,0,estimado_historico,dia_util,38.0,35.0,15.56,0.19,0.19,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,14,0,estimado_historico,dia_util,41.0,39.0,16.97,0.12,0.12,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,15,0,estimado_historico,dia_util,41.0,37.0,15.56,0.26,0.26,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,16,0,estimado_historico,dia_util,40.0,39.5,19.09,0.03,0.03,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,17,0,estimado_historico,dia_util,29.0,40.5,24.75,-0.46,-0.46,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,18,0,estimado_historico,dia_util,23.0,32.5,14.85,-0.64,-0.64,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,19,0,estimado_historico,dia_util,19.0,20.5,3.54,-0.42,-0.42,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,20,0,estimado_historico,dia_util,10.0,11.0,1.41,-0.71,-0.71,normal,abaixo,baixa,2,fallback (60d recentes),3.0
PT0002000068855003AK,21,0,estimado_historico,dia_util,9.0,8.5,0.85,0.59,0.59,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,22,0,estimado_historico,dia_util,7.0,6.5,0.71,0.71,0.71,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068855003AK,23,0,estimado_historico,dia_util,8.0,7.0,0.7,1.43,1.43,normal,acima,baixa,2,histórico dia_util (poucos dados),3.0
PT0002000068856267NC,0,,sem_cluster,dia_util,27.0,25.0,2.5,0.8,0.8,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,1,,sem_cluster,dia_util,27.0,24.5,2.45,1.02,1.02,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,2,,sem_cluster,dia_util,26.0,23.5,2.35,1.06,1.06,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,3,,sem_cluster,dia_util,27.0,25.0,2.5,0.8,0.8,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,4,,sem_cluster,dia_util,28.0,24.0,2.4,1.67,1.67,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,5,,sem_cluster,dia_util,27.0,24.0,2.4,1.25,1.25,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,6,,sem_cluster,dia_util,24.0,20.0,2.0,2.0,2.0,normal,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,7,,sem_cluster,dia_util,24.0,17.5,1.75,3.71,3.71,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,8,,sem_cluster,dia_util,36.0,17.0,1.7,10.0,11.18,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,9,,sem_cluster,dia_util,52.0,17.0,1.7,10.0,20.59,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,10,,sem_cluster,dia_util,54.0,17.5,1.75,10.0,20.86,desvio,acima,baixa,2,fallback (60d recentes),3.0
PT0002000068856267NC,11,,sem_cluster,dia_util,60.0,17.0,1.7,10.0,25.29,desvio,acima,baixa,2,fallback (60d recentes),3.0
